Rec_ID,GeneID,Colour,Cell_Cycle_Cat,Cell_Cycle_Number,Gene_Induction,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,description,type_of_gene,Other_designations,Class
2876,102607033,Red,13-20,15,1,LOC102607033,-,-,-,Un,cyclin-dependent kinase F-4-like,protein-coding,cyclin-dependent kinase F-4-like,Plant
2877,102607034,Green,5-12,6,1,LOC102607034,-,-,-,3,pentatricopeptide repeat-containing protein At5g16860,protein-coding,pentatricopeptide repeat-containing protein At5g16860,Plant
2878,102607035,Green,13-20,18,1,LOC102607035,-,-,-,3,uncharacterized LOC102607035,protein-coding,uncharacterized protein LOC102607035,Plant
2879,102607036,Yellow,5-12,10,0,LOC102607036,-,-,-,Un,uncharacterized LOC102607036,ncRNA,-,Plant
2880,102607038,Green,13-20,16,0,LOC102607038,-,-,-,3,"alkaline/neutral invertase A, mitochondrial",protein-coding,"alkaline/neutral invertase A, mitochondrial",Plant
2881,102607039,Green,5-12,5,1,LOC102607039,-,-,-,3,70 kDa peptidyl-prolyl isomerase,protein-coding,70 kDa peptidyl-prolyl isomerase,Plant
2882,102607040,Green,5-12,7,0,LOC102607040,-,-,-,Un,protein DJ-1 homolog B-like,pseudo,-,Plant
2883,102607041,Green,13-20,16,1,LOC102607041,-,-,-,Un,wall-associated receptor kinase 2-like,protein-coding,wall-associated receptor kinase 2-like,Plant
2884,102607042,Green,13-20,19,0,LOC102607042,-,-,-,3,"protein STAY-GREEN LIKE, chloroplastic",protein-coding,"protein STAY-GREEN LIKE, chloroplastic",Plant
2885,102607043,Green,13-20,19,0,LOC102607043,-,AT1G16070,-,3,protein ROOT INITIATION DEFECTIVE 3,protein-coding,protein ROOT INITIATION DEFECTIVE 3,Plant
2886,102607044,Green,13-20,20,1,LOC102607044,-,-,-,Un,22.7 kDa class IV heat shock protein-like,pseudo,-,Plant
2887,102607045,Green,13-20,18,0,LOC102607045,-,-,-,Un,lysosomal Pro-X carboxypeptidase-like,protein-coding,lysosomal Pro-X carboxypeptidase-like,Plant
2888,102607046,Red,13-20,18,1,LOC102607046,CISIN_1g030552mg,-,-,4,eukaryotic translation initiation factor 5A,protein-coding,eukaryotic translation initiation factor 5A,Plant
2889,102607047,Green,13-20,18,1,LOC102607047,-,-,-,Un,R3H and coiled-coil domain-containing protein 1,protein-coding,R3H and coiled-coil domain-containing protein 1|coiled-coil domain-containing protein R3HCC1L|uncharacterized protein LOC102607047,Plant
2890,102607048,Green,13-20,17,0,LOC102607048,-,-,-,Un,"phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic/mitochondrial-like",pseudo,-,Plant
2891,102607049,Green,13-20,19,1,LOC102607049,-,-,-,Un,uncharacterized LOC102607049,ncRNA,-,Plant
2892,102607051,Green,13-20,16,0,LOC102607051,-,-,-,4,"photosystem I chlorophyll a/b-binding protein 6, chloroplastic",protein-coding,"photosystem I chlorophyll a/b-binding protein 6, chloroplastic",Plant
2893,102607052,Green,13-20,14,0,LOC102607052,-,-,-,4,nicotinamide/nicotinic acid mononucleotide adenylyltransferase,protein-coding,nicotinamide/nicotinic acid mononucleotide adenylyltransferase,Plant
2894,102607053,Green,5-12,8,1,LOC102607053,-,-,-,4,transcription factor JUNGBRUNNEN 1-like,protein-coding,transcription factor JUNGBRUNNEN 1-like,Plant
2895,102607054,Green,5-12,5,1,LOC102607054,-,-,-,4,probable RNA methyltransferase At5g51130,protein-coding,probable RNA methyltransferase At5g51130,Plant
2896,102607055,Yellow,13-20,19,1,LOC102607055,-,-,-,5,UDP-glucose 4-epimerase GEPI48-like,protein-coding,UDP-glucose 4-epimerase GEPI48-like,Plant
2897,102607056,Green,21-28,22,1,LOC102607056,-,-,-,5,calcium-dependent protein kinase 1,protein-coding,calcium-dependent protein kinase 1|calcium-dependent protein kinase 3,Plant
2898,102607057,Green,13-20,19,1,LOC102607057,-,-,-,5,DNA-directed RNA polymerase IV subunit 1,protein-coding,DNA-directed RNA polymerase IV subunit 1,Plant
2899,102607058,Red,21-28,21,0,LOC102607058,-,-,-,5,L-Ala-D/L-amino acid epimerase,protein-coding,L-Ala-D/L-amino acid epimerase,Plant
2900,102607059,Yellow,21-28,25,1,LOC102607059,-,-,-,5,2-oxoglutarate-Fe(II) type oxidoreductase hxnY-like,pseudo,-,Plant
2901,102607060,Green,13-20,18,1,LOC102607060,-,-,-,5,"probable 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",protein-coding,"probable 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",Plant
2902,102607061,Green,5-12,8,0,LOC102607061,-,-,-,5,TMV resistance protein N-like,protein-coding,TMV resistance protein N-like,Plant
2903,102607062,Green,13-20,18,1,LOC102607062,-,-,-,5,importin subunit alpha-4-like,protein-coding,importin subunit alpha-4-like,Plant
2904,102607063,Green,13-20,14,1,LOC102607063,-,-,-,5,uncharacterized LOC102607063,protein-coding,uncharacterized protein LOC102607063,Plant
2905,102607064,Yellow,5-12,5,0,LOC102607064,-,-,-,5,eukaryotic translation initiation factor NCBP,protein-coding,eukaryotic translation initiation factor NCBP,Plant
2906,102607066,Yellow,5-12,8,1,LOC102607066,-,-,-,5,uncharacterized LOC102607066,protein-coding,uncharacterized protein LOC102607066,Plant
2907,102607067,Red,5-12,11,1,LOC102607067,-,-,-,6,putative UPF0481 protein At3g02645,protein-coding,putative UPF0481 protein At3g02645,Plant
2908,102607068,Green,21-28,27,1,LOC102607068,CISIN_1g024570mg,-,-,6,syntaxin-71,protein-coding,syntaxin-71,Plant
2909,102607069,Green,21-28,22,1,LOC102607069,-,-,-,6,protein HEADING DATE 3A-like,protein-coding,protein HEADING DATE 3A-like,Plant
2910,102607070,Green,13-20,15,0,LOC102607070,-,-,-,6,GDSL esterase/lipase CPRD49-like,protein-coding,GDSL esterase/lipase CPRD49-like,Plant
2911,102607071,Green,13-20,18,1,LOC102607071,-,-,-,6,uncharacterized LOC102607071,protein-coding,uncharacterized protein LOC102607071,Plant
2912,102607072,Yellow,21-28,27,0,LOC102607072,-,-,-,6,uncharacterized LOC102607072,protein-coding,uncharacterized protein LOC102607072,Plant
2913,102607073,Yellow,13-20,13,1,LOC102607073,-,-,-,6,solute carrier family 35 member F2-like,protein-coding,solute carrier family 35 member F2-like,Plant
2914,102607074,Green,13-20,20,1,LOC102607074,-,-,-,6,G2/mitotic-specific cyclin S13-7,protein-coding,G2/mitotic-specific cyclin S13-7,Plant
2915,102607075,Green,5-12,10,1,LOC102607075,-,-,-,6,zinc finger protein 6,protein-coding,zinc finger protein 6,Plant
2916,102607076,Yellow,13-20,20,1,LOC102607076,-,-,-,6,pto-interacting protein 1-like,protein-coding,pto-interacting protein 1-like,Plant
2917,102607077,Red,21-28,22,0,LOC102607077,-,-,-,7,protein IQ-DOMAIN 31-like,protein-coding,protein IQ-DOMAIN 31-like,Plant
2918,102607078,Yellow,21-28,28,0,LOC102607078,-,-,-,7,rust resistance kinase Lr10-like,protein-coding,rust resistance kinase Lr10-like,Plant
2919,102607079,Green,5-12,6,0,LOC102607079,CISIN_1g039672mg,-,-,7,calmodulin-like protein 6,protein-coding,calmodulin-like protein 6,Plant
2920,102607080,Green,13-20,14,1,LOC102607080,-,-,-,7,REF/SRPP-like protein At1g67360,protein-coding,REF/SRPP-like protein At1g67360,Plant
2921,102607081,Green,13-20,15,0,LOC102607081,-,-,-,7,protein DETOXIFICATION 24-like,protein-coding,protein DETOXIFICATION 24-like,Plant
2922,102607082,Red,5-12,12,0,LOC102607082,-,-,-,7,uncharacterized LOC102607082,protein-coding,uncharacterized protein LOC102607082,Plant
2923,102607083,Green,21-28,27,0,LOC102607083,-,-,-,7,tobamovirus multiplication protein 2A,protein-coding,tobamovirus multiplication protein 2A,Plant
2924,102607084,Green,13-20,14,0,LOC102607084,-,-,-,7,uncharacterized LOC102607084,protein-coding,uncharacterized protein LOC102607084,Plant
2925,102607085,Green,13-20,16,0,LOC102607085,CISIN_1g029605mg,-,-,7,40S ribosomal protein S7,protein-coding,40S ribosomal protein S7,Plant
2926,102607086,Green,5-12,11,1,LOC102607086,-,-,-,7,serine carboxypeptidase-like 27,protein-coding,serine carboxypeptidase-like 27,Plant
2927,102607087,Yellow,13-20,17,1,LOC102607087,-,-,-,7,zinc finger protein ZAT11-like,protein-coding,zinc finger protein ZAT11-like,Plant
2928,102607088,Green,13-20,15,1,LOC102607088,-,-,-,7,GDSL esterase/lipase CPRD49,protein-coding,GDSL esterase/lipase CPRD49,Plant
2929,102607089,Green,13-20,19,1,LOC102607089,-,-,-,1,salutaridinol 7-O-acetyltransferase-like,protein-coding,salutaridinol 7-O-acetyltransferase-like,Plant
2930,102607090,Yellow,13-20,17,0,LOC102607090,-,-,-,7,TATA-box-binding protein 2-like,protein-coding,TATA-box-binding protein 2-like,Plant
2931,102607091,Green,13-20,13,0,LOC102607091,CISIN_1g009307mg,-,-,8,synaptotagmin-1,protein-coding,synaptotagmin-1,Plant
2932,102607092,Green,13-20,14,1,LOC102607092,-,-,-,8,serine/arginine repetitive matrix protein 1,protein-coding,serine/arginine repetitive matrix protein 1,Plant
2933,102607094,Green,21-28,25,0,LOC102607094,-,-,-,1,cullin-1-like,protein-coding,cullin-1-like,Plant
2934,102607095,Yellow,13-20,13,0,LOC102607095,-,-,-,1,uncharacterized LOC102607095,protein-coding,uncharacterized protein LOC102607095,Plant
2935,102607096,Green,13-20,16,0,LOC102607096,-,-,-,8,uncharacterized LOC102607096,ncRNA,-,Plant
2936,102607098,Green,13-20,17,0,LOC102607098,-,-,-,8,germin-like protein 9-3,protein-coding,germin-like protein 9-3,Plant
2937,102607099,Green,13-20,15,1,LOC102607099,-,-,-,1,CDPK-related kinase 5,protein-coding,CDPK-related kinase 5,Plant
2938,102607100,Green,13-20,14,1,LOC102607100,-,-,-,8,"D-xylose-proton symporter-like 3, chloroplastic",protein-coding,"D-xylose-proton symporter-like 3, chloroplastic",Plant
2939,102607101,Green,13-20,15,0,LOC102607101,-,-,-,1,uncharacterized LOC102607101,protein-coding,uncharacterized protein LOC102607101,Plant
2940,102607102,Green,13-20,18,1,LOC102607102,-,-,-,1,probable serine/threonine-protein kinase PBL11,protein-coding,probable serine/threonine-protein kinase PBL11|receptor-like protein kinase THESEUS 1,Plant
2941,102607103,Green,21-28,25,0,LOC102607103,CISIN_1g018222mg,-,-,2,hypothetical protein,protein-coding,uncharacterized protein LOC102607103,Plant
2942,102607106,Yellow,13-20,19,0,LOC102607106,-,-,-,9,uncharacterized LOC102607106,ncRNA,-,Plant
2943,102607107,Green,5-12,11,0,LOC102607107,-,-,-,2,ubiquitin-like-specific protease 1A,protein-coding,ubiquitin-like-specific protease 1A,Plant
2944,102607109,Green,5-12,6,0,LOC102607109,-,-,-,9,60S ribosomal protein L23,protein-coding,60S ribosomal protein L23,Plant
2945,102607112,Green,13-20,14,1,LOC102607112,CISIN_1g027382mg,-,-,9,ras-related protein RABA4d,protein-coding,ras-related protein RABA4d,Plant
2946,102607113,Green,13-20,20,1,LOC102607113,-,-,-,2,serine carboxypeptidase-like 50,protein-coding,serine carboxypeptidase-like 50,Plant
2947,102607114,Green,13-20,19,0,LOC102607114,CISIN_1g031546mg,-,-,2,probable E3 ubiquitin-protein ligase XERICO,protein-coding,probable E3 ubiquitin-protein ligase XERICO,Plant
2948,102607115,Green,21-28,25,1,LOC102607115,-,-,-,2,"arogenate dehydratase/prephenate dehydratase 1, chloroplastic-like",protein-coding,"arogenate dehydratase/prephenate dehydratase 1, chloroplastic-like",Plant
2949,102607116,Green,13-20,18,1,LOC102607116,-,-,-,2,pumilio homolog 2-like,protein-coding,pumilio homolog 2-like,Plant
2950,102607117,Yellow,13-20,18,1,LOC102607117,-,-,-,2,"ADP,ATP carrier protein 3, mitochondrial",protein-coding,"ADP,ATP carrier protein 3, mitochondrial",Plant
2951,102607118,Green,13-20,16,0,LOC102607118,CISIN_1g025018mg,-,-,Un,hypothetical protein,protein-coding,uncharacterized protein LOC102607118,Plant
2952,102607119,Yellow,13-20,13,0,LOC102607119,CISIN_1g041425mg,-,-,Un,WAT1-related protein At3g30340,protein-coding,WAT1-related protein At3g30340,Plant
2953,102607120,Green,13-20,18,1,LOC102607120,-,-,-,Un,DExH-box ATP-dependent RNA helicase DExH3,protein-coding,DExH-box ATP-dependent RNA helicase DExH3,Plant
2954,102607121,Green,13-20,15,1,LOC102607121,-,-,-,3,"multiple organellar RNA editing factor 1, mitochondrial-like",protein-coding,"multiple organellar RNA editing factor 1, mitochondrial-like",Plant
2955,102607122,Green,13-20,13,1,LOC102607122,CISIN_1g014906mg,-,-,3,hypothetical protein,protein-coding,flagellar radial spoke protein 5|uncharacterized oxidoreductase YajO,Plant
2956,102607123,Green,21-28,28,0,LOC102607123,-,-,-,3,uncharacterized LOC102607123,protein-coding,uncharacterized protein LOC102607123,Plant
2957,102607124,Red,13-20,16,1,LOC102607124,-,-,-,Un,probable sugar phosphate/phosphate translocator At3g10290,protein-coding,probable sugar phosphate/phosphate translocator At3g10290,Plant
2958,102607125,Yellow,5-12,7,0,LOC102607125,CISIN_1g045854mg,-,-,3,hypothetical protein,protein-coding,uncharacterized protein LOC102607125,Plant
2959,102607126,Yellow,21-28,26,1,LOC102607126,-,-,-,Un,uncharacterized LOC102607126,protein-coding,uncharacterized protein LOC102607126,Plant
2960,102607127,Green,13-20,18,0,LOC102607127,-,-,-,3,clustered-asparagine-rich protein-like,protein-coding,clustered-asparagine-rich protein-like,Plant
2961,102607128,Green,13-20,14,0,LOC102607128,CISIN_1g037720mg,-,-,2,DNA damage-repair/toleration protein DRT100,protein-coding,DNA damage-repair/toleration protein DRT100,Plant
2962,102607129,Yellow,13-20,14,0,LOC102607129,-,-,-,3,multifunctional methyltransferase subunit TRM112 homolog A-like,protein-coding,multifunctional methyltransferase subunit TRM112 homolog A-like,Plant
2963,102607130,Green,13-20,16,0,LOC102607130,-,-,-,3,"beta-1,3-galactosyltransferase 7",protein-coding,"beta-1,3-galactosyltransferase 7",Plant
2964,102607131,Green,13-20,16,1,LOC102607131,-,-,-,Un,protein HEAT INTOLERANT 4,protein-coding,protein HEAT INTOLERANT 4,Plant
2965,102607132,Green,21-28,22,1,LOC102607132,-,-,-,Un,protein TSS-like,protein-coding,protein TSS-like,Plant
2966,102607133,Green,5-12,5,0,LOC102607133,-,-,-,Un,peroxidase 43-like,protein-coding,peroxidase 43-like,Plant
2967,102607134,Green,13-20,19,1,LOC102607134,-,-,-,Un,probable glutathione S-transferase,protein-coding,probable glutathione S-transferase,Plant
2968,102607135,Yellow,5-12,9,0,LOC102607135,-,-,-,Un,G-type lectin S-receptor-like serine/threonine-protein kinase LECRK3,pseudo,-,Plant
2969,102607136,Yellow,5-12,10,0,LOC102607136,-,-,-,3,dehydration-responsive element-binding protein 2D,protein-coding,dehydration-responsive element-binding protein 2D,Plant
2970,102607137,Green,13-20,14,0,LOC102607137,-,-,-,Un,probable choline kinase 2,protein-coding,probable choline kinase 2,Plant
2971,102607138,Green,5-12,8,0,LOC102607138,CISIN_1g019329mg,-,-,3,AT-hook motif nuclear-localized protein 10,protein-coding,AT-hook motif nuclear-localized protein 10,Plant
2972,102607139,Yellow,5-12,11,1,LOC102607139,-,-,-,Un,TMV resistance protein N-like,protein-coding,TMV resistance protein N-like,Plant
2973,102607140,Yellow,5-12,7,0,LOC102607140,-,-,-,4,probable 28S rRNA (cytosine-C(5))-methyltransferase,protein-coding,probable 28S rRNA (cytosine-C(5))-methyltransferase,Plant
2974,102607141,Green,13-20,18,1,LOC102607141,-,-,-,Un,uncharacterized LOC102607141,ncRNA,-,Plant
2975,102607143,Green,13-20,20,0,LOC102607143,-,-,-,4,calcium-dependent protein kinase 33-like,protein-coding,calcium-dependent protein kinase 33-like,Plant
2976,102607144,Green,13-20,17,1,LOC102607144,-,-,-,4,abscisic acid receptor PYL2,protein-coding,abscisic acid receptor PYL2,Plant
2977,102607145,Green,13-20,18,0,LOC102607145,-,-,-,4,ultraviolet-B receptor UVR8,protein-coding,ultraviolet-B receptor UVR8,Plant
2978,102607146,Yellow,21-28,26,1,LOC102607146,-,-,-,5,probable lysophospholipase BODYGUARD 3,protein-coding,probable lysophospholipase BODYGUARD 3,Plant
2979,102607147,Red,13-20,20,1,LOC102607147,-,-,-,5,uncharacterized LOC102607147,ncRNA,-,Plant
2980,102607148,Green,13-20,14,1,LOC102607148,-,-,-,5,cytochrome P450 71A1-like,protein-coding,cytochrome P450 71A1-like,Plant
2981,102607149,Green,13-20,18,0,LOC102607149,-,-,-,5,"RHOMBOID-like protein 12, mitochondrial",protein-coding,"RHOMBOID-like protein 12, mitochondrial",Plant
2982,102607150,Yellow,13-20,14,0,LOC102607150,-,-,-,5,"pentatricopeptide repeat-containing protein At3g14580, mitochondrial",protein-coding,"pentatricopeptide repeat-containing protein At3g14580, mitochondrial",Plant
2983,102607151,Green,13-20,16,1,LOC102607151,-,-,-,5,"pentatricopeptide repeat-containing protein At1g79080, chloroplastic",protein-coding,"pentatricopeptide repeat-containing protein At1g79080, chloroplastic",Plant
2984,102607152,Green,5-12,8,0,LOC102607152,-,-,-,5,ABC transporter G family member 11,protein-coding,ABC transporter G family member 11,Plant
2985,102607153,Green,13-20,15,0,LOC102607153,-,-,-,5,methionine aminopeptidase 2B,protein-coding,methionine aminopeptidase 2B,Plant
2986,102607154,Yellow,5-12,9,1,LOC102607154,-,-,-,5,uncharacterized LOC102607154,protein-coding,uncharacterized protein LOC102607154,Plant
2987,102607156,Green,5-12,7,0,LOC102607156,CISIN_1g008812mg,-,-,5,serine/threonine-protein kinase 38,protein-coding,serine/threonine-protein kinase 38,Plant
2988,102607157,Yellow,13-20,14,0,LOC102607157,-,-,-,5,non-specific lipid-transfer protein-like protein At2g13820,protein-coding,non-specific lipid-transfer protein-like protein At2g13820,Plant
2989,102607158,Green,13-20,18,0,LOC102607158,-,-,-,6,pentatricopeptide repeat-containing protein At2g37320,protein-coding,pentatricopeptide repeat-containing protein At2g37320,Plant
2990,102607159,Green,5-12,11,0,LOC102607159,-,-,-,6,uncharacterized LOC102607159,protein-coding,uncharacterized protein LOC102607159,Plant
2991,102607160,Green,5-12,7,1,LOC102607160,-,-,-,6,uncharacterized LOC102607160,ncRNA,-,Plant
2992,102607161,Green,13-20,16,1,LOC102607161,-,-,-,6,"serine/threonine-protein kinase STN8, chloroplastic",protein-coding,"serine/threonine-protein kinase STN8, chloroplastic",Plant
2993,102607162,Yellow,13-20,16,1,LOC102607162,-,-,-,6,protein DEFECTIVE IN MERISTEM SILENCING 3-like,protein-coding,protein DEFECTIVE IN MERISTEM SILENCING 3-like,Plant
2994,102607163,Green,13-20,19,1,LOC102607163,-,-,-,6,serine/threonine-protein kinase-like protein CCR1,protein-coding,serine/threonine-protein kinase-like protein CCR1,Plant
2995,102607164,Green,13-20,15,1,LOC102607164,-,-,-,6,pentatricopeptide repeat-containing protein At5g66520-like,protein-coding,pentatricopeptide repeat-containing protein At5g66520-like,Plant
2996,102607165,Green,13-20,20,0,LOC102607165,-,-,-,6,probable serine/threonine-protein kinase PBL7,protein-coding,probable serine/threonine-protein kinase PBL7,Plant
2997,102607166,Green,21-28,28,1,LOC102607166,-,-,-,6,uncharacterized LOC102607166,protein-coding,uncharacterized protein LOC102607166,Plant
2998,102607167,Green,5-12,11,0,LOC102607167,-,-,-,6,ABC transporter B family member 19,protein-coding,ABC transporter B family member 19,Plant
2999,102607168,Green,5-12,8,1,LOC102607168,-,-,-,6,inactive LRR receptor-like serine/threonine-protein kinase BIR2,pseudo,-,Plant
3000,102607169,Green,21-28,28,0,LOC102607169,-,-,-,6,"protein CHLORORESPIRATORY REDUCTION 7, chloroplastic",protein-coding,"protein CHLORORESPIRATORY REDUCTION 7, chloroplastic",Plant
